Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A690488,,10/22/2014 09:00:00 AM,10/22/2014 09:00:00 AM,10/21/2011,Transfer,SCRP,Cat,Intact Male,3 years,Domestic Shorthair Mix,Brown Tabby
A689018,*Teague,10/12/2014 06:46:00 PM,10/12/2014 06:46:00 PM,09/28/2012,Adoption,,Dog,Spayed Female,2 years,Great Dane Mix,Black/White
A681772,Emme,12/09/2014 01:28:00 PM,12/09/2014 01:28:00 PM,06/20/2013,Adoption,Foster,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby
A705639,,06/19/2015 07:03:00 PM,06/19/2015 07:03:00 PM,06/12/2015,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Blue/White
A745998,James,03/31/2017 05:27:00 PM,03/31/2017 05:27:00 PM,03/27/2015,Adoption,,Dog,Neutered Male,2 years,Plott Hound/Labrador Retriever,Brown Brindle/White
A670264,Skyla,01/12/2014 12:42:00 PM,01/12/2014 12:42:00 PM,01/04/2012,Adoption,,Cat,Spayed Female,2 years,Angora Mix,Blue
A707656,*Niko,09/29/2015 07:40:00 AM,09/29/2015 07:40:00 AM,02/15/2013,Adoption,Foster,Dog,Spayed Female,2 years,Manchester Terrier Mix,Chocolate/White
A674095,*Penelope,03/08/2014 07:05:00 PM,03/08/2014 07:05:00 PM,03/07/2013,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Calico
A688290,,09/18/2014 09:00:00 AM,09/18/2014 09:00:00 AM,09/17/2013,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby/White
A682353,*Saffron,06/30/2014 11:59:00 AM,06/30/2014 11:59:00 AM,06/26/2010,Transfer,Partner,Dog,Intact Female,4 years,Lhasa Apso,White/Tan
A691535,Snoop,11/17/2014 05:48:00 PM,11/17/2014 05:48:00 PM,11/06/2009,Return to Owner,,Dog,Neutered Male,5 years,Beagle,Tricolor
A535012,Negro,04/14/2016 06:50:00 PM,04/14/2016 06:50:00 PM,02/10/2007,Adoption,,Dog,Neutered Male,9 years,Chow Chow Mix,Black
A715028,Sasha,11/02/2015 12:29:00 PM,11/02/2015 12:29:00 PM,10/30/2014,Euthanasia,Suffering,Cat,Intact Female,1 year,Siamese Mix,White
A725075,*Hugo,06/19/2016 07:19:00 PM,06/19/2016 07:19:00 PM,03/20/2016,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Black
A754774,,07/24/2017 03:56:00 PM,07/24/2017 03:56:00 PM,01/24/2017,Euthanasia,Rabies Risk,Other,Unknown,5 months,Bat,Brown
A689670,,10/08/2014 10:50:00 AM,10/08/2014 10:50:00 AM,09/22/2014,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Orange Tabby/White
A683905,Luna,10/23/2014 06:38:00 PM,10/23/2014 06:38:00 PM,07/20/2013,Return to Owner,,Dog,Spayed Female,1 year,Pit Bull Mix,Chocolate/White
A674860,,03/19/2014 03:41:00 PM,03/19/2014 03:41:00 PM,03/19/2013,Transfer,SCRP,Cat,Unknown,1 year,Domestic Shorthair Mix,Black/White
A695365,Monster,03/02/2017 06:13:00 PM,03/02/2017 06:13:00 PM,01/14/2014,Return to Owner,,Dog,Neutered Male,3 years,Chihuahua Shorthair,Tan/Black
A667470,*Emily,02/08/2014 12:48:00 PM,02/08/2014 12:48:00 PM,10/20/2013,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Blue/White
A746967,*Jonas,04/26/2017 02:07:00 PM,04/26/2017 02:07:00 PM,04/11/2016,Adoption,,Dog,Neutered Male,1 year,English Foxhound/Labrador Retriever,Brown/White
A749944,,05/22/2017 02:51:00 PM,05/22/2017 02:51:00 PM,04/30/2017,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair,Brown Tabby
A753573,Jake,09/12/2017 07:00:00 AM,09/12/2017 07:00:00 AM,04/28/2017,Return to Owner,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby/White
A695587,*Pfieffer,01/24/2015 06:06:00 PM,01/24/2015 06:06:00 PM,04/18/2014,Adoption,,Dog,Spayed Female,9 months,German Shepherd Mix,Black/Tan
A670529,,01/11/2014 01:37:00 PM,01/11/2014 01:37:00 PM,01/09/2011,Adoption,,Dog,Neutered Male,3 years,Bichon Frise Mix,White
A758942,Marley,10/04/2017 12:08:00 PM,10/04/2017 12:08:00 PM,09/25/2015,Return to Owner,,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black
A684410,*Shiner,09/15/2014 03:22:00 PM,09/15/2014 03:22:00 PM,07/23/2007,Transfer,Partner,Dog,Neutered Male,7 years,Bluetick Hound,Blue Tick/Black
A736579,*Olive,10/19/2016 12:00:00 AM,10/19/2016 12:00:00 AM,10/13/2015,Transfer,Partner,Dog,Spayed Female,1 year,Jack Russell Terrier Mix,Tan
A750276,,05/30/2017 12:32:00 AM,05/30/2017 12:32:00 AM,05/25/2017,Died,At Vet,Cat,Unknown,5 days,Domestic Shorthair Mix,Brown Tabby/White
A668045,Benny,12/01/2013 03:34:00 PM,12/01/2013 03:34:00 PM,11/26/2011,Adoption,,Dog,Neutered Male,2 years,Miniature Schnauzer/Miniature Poodle,Buff
A683461,*Lola,07/16/2014 01:52:00 PM,07/16/2014 01:52:00 PM,07/10/2013,Transfer,Partner,Cat,Intact Female,1 year,Siamese Mix,Lynx Point
A749172,Layla,05/12/2017 11:42:00 AM,05/12/2017 11:42:00 AM,05/12/2006,Return to Owner,,Dog,Spayed Female,11 years,Dachshund Longhair Mix,Tricolor
A732041,,08/02/2016 09:00:00 AM,08/02/2016 09:00:00 AM,02/01/2016,Transfer,SCRP,Cat,Intact Male,6 months,Domestic Shorthair Mix,Cream Tabby
A690547,,10/22/2014 02:47:00 PM,10/22/2014 02:47:00 PM,10/22/2012,Euthanasia,Suffering,Dog,Intact Female,2 years,Miniature Schnauzer Mix,Brown Brindle
A705830,,06/21/2015 06:03:00 PM,06/21/2015 06:03:00 PM,06/21/2013,Euthanasia,Suffering,Cat,Intact Male,2 years,Domestic Medium Hair Mix,Black/White
A726343,Kapoa,11/30/2016 10:31:00 AM,11/30/2016 10:31:00 AM,05/09/2013,Return to Owner,,Dog,Neutered Male,3 years,Pit Bull Mix,Brown Brindle
A687903,*Nick,09/29/2014 05:50:00 PM,09/29/2014 05:50:00 PM,07/27/2014,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black/White
A698176,,03/07/2015 10:01:00 AM,03/07/2015 10:01:00 AM,02/06/2015,Died,,Other,Unknown,4 weeks,Bat,Brown/Black
A755449,Jack,08/04/2017 09:53:00 AM,08/04/2017 09:53:00 AM,08/03/2012,Return to Owner,,Dog,Neutered Male,5 years,Irish Terrier Mix,Tan
A665466,Dora,01/17/2014 07:18:00 PM,01/17/2014 07:18:00 PM,04/18/2011,Return to Owner,,Dog,Intact Female,2 years,German Shepherd Mix,Black/Tan
A717704,Cha Cha,01/16/2017 11:53:00 AM,01/16/2017 11:53:00 AM,12/13/2004,Transfer,Partner,Dog,Spayed Female,12 years,Pekingese Mix,Tan/Black
A741062,Cowboy,12/29/2016 04:48:00 PM,12/29/2016 04:48:00 PM,10/27/2010,Return to Owner,,Dog,Intact Male,6 years,American Bulldog Mix,White/Black
A696400,,02/08/2015 06:33:00 PM,02/08/2015 06:33:00 PM,09/04/2014,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Black
A699879,,04/04/2015 01:27:00 PM,04/04/2015 01:27:00 PM,02/10/2015,Transfer,Partner,Dog,Intact Male,1 month,Rat Terrier Mix,Black Brindle/White
A677343,Foley,05/10/2014 06:34:00 PM,05/10/2014 06:34:00 PM,10/23/2011,Adoption,,Dog,Neutered Male,2 years,Great Pyrenees/Labrador Retriever,White
A708349,,07/26/2015 02:40:00 PM,07/26/2015 02:40:00 PM,07/07/2015,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Tortie
A662953,Duke,01/30/2014 06:51:00 PM,01/30/2014 06:51:00 PM,09/10/2012,Return to Owner,,Dog,Neutered Male,1 year,Harrier Mix,Tricolor
A645112,Sherlock,10/27/2016 03:24:00 PM,10/27/2016 03:24:00 PM,01/03/2003,Transfer,Partner,Cat,Neutered Male,13 years,Domestic Shorthair Mix,Silver Tabby
A743874,*Larry,03/22/2017 12:04:00 PM,03/22/2017 12:04:00 PM,01/18/2017,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A683070,,07/06/2014 06:33:00 PM,07/06/2014 06:33:00 PM,07/03/2014,Transfer,Partner,Cat,Intact Male,3 days,Domestic Shorthair Mix,White
A667481,Rocco,11/20/2013 06:56:00 PM,11/20/2013 06:56:00 PM,11/18/2011,Return to Owner,,Dog,Neutered Male,2 years,Rottweiler Mix,Black/Brown
A749897,,05/23/2017 03:38:00 PM,05/23/2017 03:38:00 PM,05/21/2016,Return to Owner,,Dog,Intact Male,1 year,Chihuahua Shorthair/Dachshund,Tan
A718300,Princess,12/31/2015 01:15:00 PM,12/31/2015 01:15:00 PM,12/27/2011,Adoption,,Dog,Spayed Female,4 years,Yorkshire Terrier Mix,Blue/Tan
A680012,*Lacey,06/01/2014 01:06:00 PM,06/01/2014 01:06:00 PM,05/28/2013,Transfer,Partner,Dog,Intact Female,1 year,Cavalier Span Mix,Black/Tan
A679118,,05/19/2014 05:37:00 PM,05/19/2014 05:37:00 PM,03/16/2014,Adoption,,Cat,Neutered Male,2 months,Manx Mix,Brown Tabby
A671229,Blackie,05/18/2014 03:03:00 PM,05/18/2014 03:03:00 PM,05/17/2009,Return to Owner,,Dog,Neutered Male,5 years,Miniature Poodle/Maltese,Black/White
A719199,,01/20/2016 07:01:00 PM,01/20/2016 07:01:00 PM,01/15/2013,Transfer,SCRP,Cat,Neutered Male,3 years,Domestic Medium Hair Mix,Blue
A691866,,11/25/2014 06:34:00 PM,11/25/2014 06:34:00 PM,11/11/2013,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,White/Blue Tabby
A704540,*Ingrid,06/17/2015 12:40:00 PM,06/17/2015 12:40:00 PM,05/06/2015,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black
A739363,,12/03/2016 05:45:00 PM,12/03/2016 05:45:00 PM,10/17/2016,Transfer,Partner,Dog,Intact Male,1 month,Pit Bull Mix,Brown Brindle/Black
A749193,*Sorra,06/20/2017 03:34:00 PM,06/20/2017 03:34:00 PM,05/12/2016,Transfer,Partner,Dog,Spayed Female,1 year,Pit Bull Mix,Brown
A672650,*Jefferson,04/27/2014 06:31:00 PM,04/27/2014 06:31:00 PM,10/14/2012,Adoption,,Dog,Neutered Male,1 year,Australian Cattle Dog/Pointer,Black/Blue Merle
A608757,Saka,07/23/2017 07:03:00 PM,07/23/2017 07:03:00 PM,08/28/2005,Return to Owner,,Cat,Neutered Male,11 years,Domestic Shorthair Mix,Brown Tabby
A689265,Scratch,10/12/2014 03:36:00 PM,10/12/2014 03:36:00 PM,10/01/2013,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico/Black
A709461,*Teri Teri,09/27/2015 03:11:00 PM,09/27/2015 03:11:00 PM,08/09/2014,Adoption,Offsite,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Brown/Tan
A749969,,05/26/2017 06:57:00 PM,05/26/2017 06:57:00 PM,05/22/2011,Transfer,Snr,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Black
A717078,Norm,12/02/2015 11:21:00 AM,12/02/2015 11:21:00 AM,07/10/2011,Return to Owner,,Dog,Intact Male,4 years,Boxer Mix,Red/White
A747060,,04/13/2017 05:27:00 PM,04/13/2017 05:27:00 PM,03/22/2017,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue Tabby
A684914,Ginger,05/10/2015 02:02:00 PM,05/10/2015 02:02:00 PM,07/30/2012,Transfer,Partner,Dog,Spayed Female,2 years,Australian Cattle Dog Mix,Buff/White
A713310,Bagel,10/10/2015 11:56:00 AM,10/10/2015 11:56:00 AM,10/05/2010,Adoption,,Dog,Spayed Female,5 years,Dachshund,Red
A707238,*Sam,07/17/2015 02:20:00 PM,07/17/2015 02:20:00 PM,07/10/2013,Transfer,Partner,Cat,Neutered Male,2 years,Siamese Mix,Seal Point
A673444,*Kelly,03/04/2014 12:56:00 PM,03/04/2014 12:56:00 PM,09/24/2013,Adoption,Offsite,Cat,Spayed Female,5 months,Tonkinese Mix,Chocolate Point
A722090,*Jill,03/21/2016 05:41:00 PM,03/21/2016 05:41:00 PM,01/19/2016,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A684103,,07/19/2014 05:25:00 PM,07/19/2014 05:25:00 PM,07/10/2014,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Cream/Orange
A673491,Peluche,03/02/2014 06:08:00 PM,03/02/2014 06:08:00 PM,02/25/2013,Adoption,,Dog,Neutered Male,1 year,Miniature Poodle/Miniature Schnauzer,Silver/Tan
A672233,Raven,02/14/2014 02:15:00 PM,02/14/2014 02:15:00 PM,07/06/2013,Adoption,,Dog,Spayed Female,7 months,Beauceron Mix,Black/Tan
A704585,Sophie,06/09/2015 06:08:00 PM,06/09/2015 06:08:00 PM,06/06/2013,Return to Owner,,Dog,Spayed Female,2 years,Wirehaired Pointing Griffon Mix,Black/Tan
A653309,Chester,06/10/2014 06:15:00 PM,06/10/2014 06:15:00 PM,05/05/2012,Return to Owner,,Dog,Neutered Male,2 years,Chihuahua Shorthair,White/Tan
A666307,Lilly,10/30/2013 05:16:00 PM,10/30/2013 05:16:00 PM,09/15/2013,Transfer,Partner,Dog,Intact Female,1 month,Yorkshire Terrier Mix,Black/Tan
A686906,,08/31/2014 11:40:00 AM,08/31/2014 11:40:00 AM,02/28/2014,Transfer,Partner,Other,Unknown,6 months,Rabbit Sh Mix,Black
A703468,Jake,07/06/2015 11:10:00 AM,07/06/2015 11:10:00 AM,05/25/2007,Adoption,Foster,Dog,Neutered Male,8 years,Labrador Retriever Mix,Tan
A757650,143,10/04/2017 05:49:00 PM,10/04/2017 05:49:00 PM,09/04/2016,Transfer,Partner,Dog,Intact Male,1 year,Alaskan Husky Mix,Brown/Buff
A682704,Jackson,07/05/2014 06:25:00 PM,07/05/2014 06:25:00 PM,07/01/2012,Adoption,,Dog,Neutered Male,2 years,Toy Poodle/Miniature Schnauzer,Blue/White
A681279,,06/14/2014 03:01:00 PM,06/14/2014 03:01:00 PM,06/14/2013,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Orange
A685418,*Gidget,09/23/2014 02:55:00 PM,09/23/2014 02:55:00 PM,09/17/2004,Transfer,Partner,Dog,Spayed Female,10 years,Shih Tzu,Black Brindle
A721247,*Teddy,02/28/2016 06:27:00 PM,02/28/2016 06:27:00 PM,09/25/2015,Adoption,,Cat,Neutered Male,5 months,Domestic Medium Hair Mix,Blue Tabby
A736489,*Leon,10/23/2016 04:23:00 PM,10/23/2016 04:23:00 PM,10/11/2014,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black/White
A694745,Herc,01/09/2015 06:24:00 PM,01/09/2015 06:24:00 PM,07/03/2011,Return to Owner,,Dog,Neutered Male,3 years,Pit Bull Mix,Brown
A723014,Zoe,03/25/2016 04:11:00 PM,03/25/2016 04:11:00 PM,03/25/2007,Return to Owner,,Dog,Spayed Female,9 years,Italian Greyhound,Brown/White
A667160,*Tiny Tim,12/27/2013 01:58:00 PM,12/27/2013 01:58:00 PM,09/05/2013,Transfer,Partner,Cat,Intact Male,3 months,Domestic Shorthair Mix,Black
A694557,*Loki,01/04/2015 01:11:00 PM,01/04/2015 01:11:00 PM,12/30/2012,Transfer,Partner,Dog,Neutered Male,2 years,Cavalier Span/Toy Poodle,White
A676442,,04/10/2014 02:17:00 PM,04/10/2014 02:17:00 PM,04/10/2013,Euthanasia,Medical,Other,Unknown,1 year,Raccoon Mix,Brown/Black
A754753,,07/28/2017 11:13:00 AM,07/28/2017 11:13:00 AM,05/24/2017,Transfer,Partner,Dog,Intact Male,2 months,Jack Russell Terrier Mix,White/Brown
A701345,,05/04/2015 01:35:00 PM,05/04/2015 01:35:00 PM,04/28/2012,Euthanasia,Aggressive,Dog,Intact Female,3 years,Labrador Retriever Mix,Black/White
A754154,,07/20/2017 06:25:00 PM,07/20/2017 06:25:00 PM,04/16/2017,Adoption,,Dog,Neutered Male,3 months,Chihuahua Shorthair Mix,Black/Brown
A752603,*Liberty,07/01/2017 11:21:00 AM,07/01/2017 11:21:00 AM,12/24/2016,Adoption,,Dog,Spayed Female,6 months,Pit Bull Mix,Buff/White
A749817,*Peaches,05/29/2017 03:45:00 PM,05/29/2017 03:45:00 PM,11/20/2015,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Orange Tabby/White
A713384,,10/07/2015 09:00:00 AM,10/07/2015 09:00:00 AM,10/06/2013,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby/White
A658722,*Piper,12/16/2013 02:01:00 PM,12/16/2013 02:01:00 PM,07/14/2012,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie
A746170,Duffy,03/29/2017 05:07:00 PM,03/29/2017 05:07:00 PM,03/29/2000,Return to Owner,,Dog,Neutered Male,17 years,Basset Hound Mix,White/Brown
A661735,*Otis,10/08/2013 05:49:00 PM,10/08/2013 05:49:00 PM,08/29/2008,Adoption,,Dog,Neutered Male,5 years,American Bulldog Mix,White/Black
A712786,Spanky,09/06/2017 08:21:00 AM,09/06/2017 08:21:00 AM,09/28/2004,Adoption,Foster,Cat,Neutered Male,12 years,Domestic Medium Hair Mix,Black/White
A685245,Rikki Tikki,08/23/2014 03:12:00 PM,08/23/2014 03:12:00 PM,04/04/2014,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby
A749406,,05/14/2017 03:32:00 PM,05/14/2017 03:32:00 PM,11/14/2016,Euthanasia,Rabies Risk,Other,Unknown,5 months,Skunk,Black/White
A693210,,12/08/2014 12:49:00 PM,12/08/2014 12:49:00 PM,12/04/2011,Adoption,,Dog,Neutered Male,3 years,Shiba Inu Mix,Tan
A752961,Gravy,07/16/2017 11:19:00 AM,07/16/2017 11:19:00 AM,06/29/2016,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Longhair Mix,Gray
A682641,Lilly,07/04/2014 05:24:00 PM,07/04/2014 05:24:00 PM,04/30/2014,Adoption,,Cat,Spayed Female,2 months,Snowshoe Mix,Seal Point/White
A665977,Gomita,10/25/2013 06:11:00 PM,10/25/2013 06:11:00 PM,10/25/2012,Return to Owner,,Dog,Spayed Female,1 year,Vizsla Mix,Tan
A746578,Melony,04/17/2017 05:02:00 PM,04/17/2017 05:02:00 PM,04/05/2015,Return to Owner,,Dog,Spayed Female,2 years,Pit Bull Mix,Tan/White
A689355,*Watson,10/12/2014 06:00:00 PM,10/12/2014 06:00:00 PM,05/02/2014,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Black
A707839,Duke,07/21/2015 07:11:00 PM,07/21/2015 07:11:00 PM,02/18/2015,Return to Owner,,Dog,Neutered Male,5 months,Anatol Shepherd Mix,White/Brown
A702229,,05/15/2015 05:58:00 PM,05/15/2015 05:58:00 PM,02/28/2015,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever/Boxer,Tan/White
A724024,Chance,04/17/2016 06:02:00 PM,04/17/2016 06:02:00 PM,04/10/2012,Adoption,,Dog,Neutered Male,4 years,Labrador Retriever/Pit Bull,Tan
A585803,Bonnie,10/23/2015 06:26:00 PM,10/23/2015 06:26:00 PM,09/29/2008,Return to Owner,,Dog,Spayed Female,7 years,Staffordshire Mix,Black/White
A721823,Charlie,03/05/2016 11:43:00 AM,03/05/2016 11:43:00 AM,03/05/2014,Return to Owner,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black
A545772,Kibbeh,12/15/2014 05:53:00 PM,12/15/2014 05:53:00 PM,06/06/2007,Adoption,Foster,Dog,Neutered Male,7 years,Plott Hound/Mastiff,Brown Brindle
A684099,Axl,07/23/2014 05:09:00 PM,07/23/2014 05:09:00 PM,07/19/2012,Adoption,,Dog,Neutered Male,2 years,Norfolk Terrier/Bruss Griffon,Brown
A677752,King,04/29/2014 11:31:00 AM,04/29/2014 11:31:00 AM,04/28/2012,Return to Owner,,Dog,Intact Male,2 years,Pit Bull Mix,Black
A739751,Luna,12/12/2016 06:25:00 PM,12/12/2016 06:25:00 PM,04/06/2016,Adoption,,Dog,Spayed Female,8 months,Chihuahua Shorthair Mix,Black
A722937,Thomas,03/27/2016 03:44:00 PM,03/27/2016 03:44:00 PM,03/24/2012,Return to Owner,,Dog,Neutered Male,4 years,Chihuahua Shorthair/Dachshund,Tricolor
A749119,Bowie,05/27/2017 03:40:00 PM,05/27/2017 03:40:00 PM,05/11/2015,Adoption,,Dog,Neutered Male,2 years,Border Collie Mix,Black/White
A737173,*Annabelle,10/27/2016 04:41:00 PM,10/27/2016 04:41:00 PM,10/23/2006,Transfer,Partner,Dog,Intact Female,10 years,Australian Shepherd Mix,Black/Brown
A730053,Roxy,07/23/2016 12:36:00 PM,07/23/2016 12:36:00 PM,06/27/2012,Adoption,,Dog,Spayed Female,4 years,Pit Bull Mix,Brown/White
A729131,,06/13/2016 07:29:00 PM,06/13/2016 07:29:00 PM,05/22/2016,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Medium Hair Mix,Black
A719723,Negra,01/26/2016 01:22:00 PM,01/26/2016 01:22:00 PM,01/26/2012,Return to Owner,,Dog,Spayed Female,4 years,Dachshund Mix,Tricolor
A612620,Charlie,07/28/2015 05:49:00 PM,07/28/2015 05:49:00 PM,10/22/2007,Euthanasia,Suffering,Dog,Neutered Male,7 years,German Shepherd Mix,Sable
A682515,Chip,06/29/2014 12:05:00 PM,06/29/2014 12:05:00 PM,06/29/2009,Return to Owner,,Dog,Neutered Male,5 years,Labrador Retriever Mix,Chocolate
A750123,George,05/24/2017 06:36:00 PM,05/24/2017 06:36:00 PM,04/08/2017,Transfer,Partner,Dog,Intact Male,1 month,Labrador Retriever Mix,Black
A667331,Cali,12/07/2013 02:13:00 PM,12/07/2013 02:13:00 PM,07/01/2013,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Calico/Brown Tabby
A702322,Lobo,05/17/2015 07:26:00 PM,05/17/2015 07:26:00 PM,05/12/2014,Adoption,,Dog,Neutered Male,1 year,Siberian Husky Mix,White
A670084,*Kayla,01/07/2014 03:45:00 PM,01/07/2014 03:45:00 PM,01/02/2009,Transfer,Partner,Dog,Spayed Female,5 years,Miniature Poodle Mix,White
A720759,Rooster  D13,03/09/2016 10:58:00 AM,03/09/2016 10:58:00 AM,02/14/2015,Disposal,,Bird,Intact Male,1 year,Chicken Mix,White
A748499,Goose,05/07/2017 11:48:00 AM,05/07/2017 11:48:00 AM,05/03/2016,Adoption,,Dog,Neutered Male,1 year,Rat Terrier Mix,Black/Brown
A748547,*Faya,07/02/2017 03:35:00 PM,07/02/2017 03:35:00 PM,05/03/2015,Adoption,Foster,Dog,Spayed Female,2 years,Pit Bull,White
A670252,*Willow,01/08/2014 06:36:00 PM,01/08/2014 06:36:00 PM,05/04/2013,Transfer,Partner,Dog,Intact Female,8 months,Catahoula Mix,Tan/White
A728067,,05/30/2016 07:25:00 PM,05/30/2016 07:25:00 PM,05/29/2016,Transfer,Partner,Cat,Unknown,1 day,Domestic Shorthair Mix,Blue
A735293,,09/21/2016 07:38:00 PM,09/21/2016 07:38:00 PM,09/21/2015,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Brown
A686831,,08/27/2014 04:27:00 PM,08/27/2014 04:27:00 PM,08/05/2014,Transfer,Partner,Cat,Intact Female,3 weeks,Siamese,Lilac Point
A748728,Beamer,08/28/2017 11:12:00 AM,08/28/2017 11:12:00 AM,05/06/2015,Return to Owner,,Dog,Neutered Male,2 years,Boston Terrier Mix,Black/White
A720448,*Annabelle,02/12/2016 02:54:00 PM,02/12/2016 02:54:00 PM,12/09/2015,Adoption,,Dog,Spayed Female,2 months,Pointer Mix,Tricolor
A677223,Mickey,05/11/2014 11:24:00 AM,05/11/2014 11:24:00 AM,04/21/2012,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Red/Black
A742031,,01/18/2017 12:27:00 PM,01/18/2017 12:27:00 PM,01/13/2013,Transfer,Partner,Dog,Spayed Female,4 years,Shih Tzu Mix,White/Chocolate
A495060,Lulu Belle,07/24/2016 08:05:00 AM,07/24/2016 08:05:00 AM,10/03/2007,Adoption,Foster,Dog,Spayed Female,8 years,Border Collie Mix,White/Tricolor
A727042,*Glory,05/20/2016 03:29:00 PM,05/20/2016 03:29:00 PM,05/17/2010,Transfer,Partner,Dog,Spayed Female,6 years,Beagle Mix,Tricolor
A747882,*Julius,04/30/2017 06:41:00 PM,04/30/2017 06:41:00 PM,02/11/2017,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby/White
A694191,,12/27/2014 12:00:00 AM,12/27/2014 12:00:00 AM,04/22/2014,Transfer,Partner,Dog,Intact Male,8 months,Shiba Inu Mix,Tan
A396810,Raven,12/23/2016 01:19:00 PM,12/23/2016 01:19:00 PM,07/13/2003,Adoption,Foster,Dog,Spayed Female,13 years,Field Spaniel Mix,Black
A642946,Zooey,03/26/2014 01:22:00 PM,03/26/2014 01:22:00 PM,07/17/2012,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby/White
A633545,Sugar,03/10/2016 01:12:00 PM,03/10/2016 01:12:00 PM,07/29/2008,Return to Owner,,Dog,Spayed Female,7 years,Staffordshire Mix,White
A655811,Dugan,06/30/2014 04:28:00 PM,06/30/2014 04:28:00 PM,10/06/2012,Adoption,,Dog,Neutered Male,1 year,Chinese Sharpei Mix,Black/Brown
A738235,*Victoria,11/20/2016 02:13:00 PM,11/20/2016 02:13:00 PM,09/16/2016,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A698162,,03/07/2015 09:43:00 AM,03/07/2015 09:43:00 AM,02/06/2015,Euthanasia,Rabies Risk,Other,Unknown,4 weeks,Bat,Brown/Black
A749313,Ak,05/28/2017 06:48:00 PM,05/28/2017 06:48:00 PM,07/13/2016,Adoption,,Dog,Neutered Male,10 months,Labrador Retriever Mix,Black/White
A724208,*Collette,06/28/2016 12:22:00 PM,06/28/2016 12:22:00 PM,04/12/2016,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
A685134,Odin,08/19/2014 05:50:00 PM,08/19/2014 05:50:00 PM,06/03/2014,Adoption,,Dog,Intact Male,2 months,Catahoula Mix,Blue Merle/Tan
A748804,,05/14/2017 04:55:00 PM,05/14/2017 04:55:00 PM,05/07/2015,Transfer,Snr,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black
A684300,Rumierre,08/05/2014 05:39:00 PM,08/05/2014 05:39:00 PM,07/21/2002,Adoption,,Cat,Neutered Male,12 years,Domestic Medium Hair Mix,Brown Tabby/White
A705550,Sumi,06/22/2015 05:34:00 PM,06/22/2015 05:34:00 PM,12/18/2014,Adoption,,Cat,Spayed Female,6 months,Siamese Mix,Lynx Point
A674163,Brynn,05/31/2014 07:34:00 PM,05/31/2014 07:34:00 PM,05/08/2013,Adoption,Offsite,Dog,Spayed Female,1 year,Pit Bull Mix,Brown Brindle/White
